"bpm","danceability_%","valence_%","energy_%","acousticness_%","instrumentalness_%","liveness_%","speechiness_%","id","cluster"
114,59,60,94,24,0,10,4,476,"cluster_3"
113,73,72,32,77,0,15,5,477,"cluster_2"
147,67,69,72,17,0,19,3,478,"cluster_1"
100,70,92,59,3,0,10,3,479,"cluster_3"
155,67,51,64,28,2,18,9,480,"cluster_1"
107,54,41,39,51,0,11,16,481,"cluster_2"
112,67,51,64,28,2,18,9,482,"cluster_0"
166,67,51,64,28,2,18,9,483,"cluster_1"
107,67,51,64,28,2,18,9,484,"cluster_0"
81,67,51,64,28,2,18,9,485,"cluster_0"
150,67,51,64,28,2,18,9,486,"cluster_1"
110,66,19,32,69,0,12,4,487,"cluster_2"
108,64,4,40,6,0,10,6,488,"cluster_0"
130,89,48,74,30,0,7,36,489,"cluster_3"
164,70,39,56,6,0,9,7,490,"cluster_1"
114,80,42,68,2,0,66,4,491,"cluster_0"
93,63,93,88,1,0,12,4,492,"cluster_3"
90,67,51,64,28,2,18,9,493,"cluster_0"
128,45,35,68,78,0,39,8,494,"cluster_2"
97,83,47,80,2,0,24,9,495,"cluster_0"
152,69,94,71,79,0,7,8,496,"cluster_3"
175,67,51,64,28,2,18,9,497,"cluster_1"
116,61,48,55,67,0,16,8,498,"cluster_2"
80,33,51,59,76,0,44,6,499,"cluster_2"
93,63,34,86,26,0,21,39,500,"cluster_0"
122,70,42,54,30,0,37,5,501,"cluster_0"
122,70,91,79,3,0,7,10,502,"cluster_3"
135,70,60,58,4,0,16,3,503,"cluster_1"
109,60,45,47,62,0,31,5,504,"cluster_2"
93,65,82,74,27,0,32,5,505,"cluster_3"
125,85,64,81,2,5,7,9,506,"cluster_3"
206,58,83,45,36,0,11,8,507,"cluster_1"
130,76,44,77,1,0,13,3,508,"cluster_1"
121,80,62,51,2,0,9,8,509,"cluster_3"
123,67,51,64,28,2,18,9,510,"cluster_0"
122,67,50,67,15,0,30,4,511,"cluster_0"
143,53,50,79,0,0,8,3,512,"cluster_1"
121,67,51,64,28,2,18,9,513,"cluster_0"
166,67,51,64,28,2,18,9,514,"cluster_1"
135,67,51,64,28,2,18,9,515,"cluster_1"
87,49,49,59,44,0,35,21,516,"cluster_0"
111,67,51,64,28,2,18,9,517,"cluster_0"
110,75,85,84,10,0,31,19,518,"cluster_3"
130,67,51,64,28,2,18,9,519,"cluster_1"
179,67,51,64,28,2,18,9,520,"cluster_1"
93,74,53,73,61,0,13,4,521,"cluster_0"
78,27,10,49,62,0,49,5,522,"cluster_2"
180,65,37,58,2,0,4,31,523,"cluster_1"
86,28,13,41,50,0,19,3,524,"cluster_2"
88,67,51,64,28,2,18,9,525,"cluster_0"
97,67,51,64,28,2,18,9,526,"cluster_0"
134,71,59,80,13,0,36,5,527,"cluster_3"
116,75,36,76,12,0,10,10,528,"cluster_0"
170,64,14,70,9,0,9,8,529,"cluster_1"
140,67,51,64,28,2,18,9,530,"cluster_1"
118,75,46,76,3,0,9,4,531,"cluster_0"
65,31,31,24,76,0,14,4,532,"cluster_2"
120,56,16,67,0,0,11,4,533,"cluster_0"
176,67,51,64,28,2,18,9,534,"cluster_1"
180,67,51,64,28,2,18,9,535,"cluster_1"
144,67,51,64,28,2,18,9,536,"cluster_1"
133,67,51,64,28,2,18,9,537,"cluster_1"
93,63,21,52,28,0,9,3,538,"cluster_0"
122,67,51,64,28,2,18,9,539,"cluster_0"
88,67,51,64,28,2,18,9,540,"cluster_0"
170,70,61,44,40,0,37,4,541,"cluster_1"
94,46,55,50,71,0,10,11,542,"cluster_2"
170,67,51,64,28,2,18,9,543,"cluster_1"
90,79,79,70,57,0,66,8,544,"cluster_3"
78,40,7,29,62,0,9,3,545,"cluster_2"
94,57,36,58,5,0,15,3,546,"cluster_0"
73,83,11,41,0,0,36,14,547,"cluster_0"
176,67,51,64,28,2,18,9,548,"cluster_1"
128,67,51,64,28,2,18,9,549,"cluster_0"
120,67,51,64,28,2,18,9,550,"cluster_0"
82,63,85,62,6,0,35,4,551,"cluster_0"
95,77,40,47,2,0,9,3,552,"cluster_0"
118,44,52,94,11,0,4,29,553,"cluster_0"
123,75,93,86,8,0,14,3,554,"cluster_3"
90,63,49,68,38,0,42,18,555,"cluster_0"
110,73,14,57,40,0,11,5,556,"cluster_0"
96,67,51,64,28,2,18,9,557,"cluster_0"
88,56,58,55,35,0,23,11,558,"cluster_0"
98,73,60,85,17,0,24,5,559,"cluster_0"
110,72,67,68,0,0,14,4,560,"cluster_3"
80,70,57,49,19,0,12,8,561,"cluster_0"
110,67,51,64,28,2,18,9,562,"cluster_0"
110,67,51,64,28,2,18,9,563,"cluster_0"
78,67,51,64,28,2,18,9,564,"cluster_0"
129,67,51,64,28,2,18,9,565,"cluster_1"
181,44,22,60,61,0,42,9,566,"cluster_1"
114,67,51,64,28,2,18,9,567,"cluster_0"
144,74,39,65,5,1,11,35,568,"cluster_1"
101,66,18,68,9,0,12,4,569,"cluster_0"
84,67,78,63,29,0,12,5,570,"cluster_0"
154,67,51,64,28,2,18,9,571,"cluster_1"
148,59,72,62,18,0,9,3,572,"cluster_1"
146,85,22,37,13,0,7,30,573,"cluster_1"
120,77,51,79,20,0,26,6,574,"cluster_0"
110,53,75,69,7,0,17,3,575,"cluster_3"
136,77,82,30,95,0,13,5,576,"cluster_2"
141,67,51,64,28,2,18,9,577,"cluster_1"
108,46,23,48,75,30,14,4,578,"cluster_2"
94,42,47,36,76,0,9,5,579,"cluster_2"
180,35,41,94,0,63,5,5,580,"cluster_1"
122,67,51,64,28,2,18,9,581,"cluster_0"
85,67,51,64,28,2,18,9,582,"cluster_0"
148,67,51,64,28,2,18,9,583,"cluster_1"
120,83,59,73,6,0,5,11,584,"cluster_3"
91,70,76,72,22,0,27,4,585,"cluster_3"
120,72,54,71,26,0,10,4,586,"cluster_0"
106,86,86,79,11,0,8,9,587,"cluster_3"
110,67,51,64,28,2,18,9,588,"cluster_0"
169,67,51,64,28,2,18,9,589,"cluster_1"
118,67,51,64,28,2,18,9,590,"cluster_0"
92,67,51,64,28,2,18,9,591,"cluster_0"
112,67,51,64,28,2,18,9,592,"cluster_0"
140,79,56,91,26,0,13,21,593,"cluster_3"
105,67,51,64,28,2,18,9,594,"cluster_0"
178,76,63,77,14,0,15,22,595,"cluster_1"
108,96,71,42,57,0,8,9,596,"cluster_3"
173,40,19,29,86,0,34,4,597,"cluster_2"
101,67,51,64,28,2,18,9,598,"cluster_0"
120,67,51,64,28,2,18,9,599,"cluster_0"
144,73,66,80,44,0,9,12,600,"cluster_3"
133,67,51,64,28,2,18,9,601,"cluster_1"
158,67,51,64,28,2,18,9,602,"cluster_1"
120,81,92,90,9,0,8,7,603,"cluster_3"
129,61,59,46,56,0,13,5,604,"cluster_2"
102,74,45,89,5,0,26,13,605,"cluster_0"
124,67,51,64,28,2,18,9,606,"cluster_0"
90,73,31,45,85,24,11,3,607,"cluster_2"
161,67,51,64,28,2,18,9,608,"cluster_1"
120,60,11,33,90,0,8,5,609,"cluster_2"
81,45,12,57,7,0,23,3,610,"cluster_0"
150,78,47,70,18,0,15,9,611,"cluster_1"
105,67,51,64,28,2,18,9,612,"cluster_0"
79,67,51,64,28,2,18,9,613,"cluster_0"
146,67,51,64,28,2,18,9,614,"cluster_1"
124,64,8,37,79,0,9,5,615,"cluster_2"
126,67,51,64,28,2,18,9,616,"cluster_0"
121,67,51,64,28,2,18,9,617,"cluster_0"
136,80,33,60,0,0,32,14,618,"cluster_1"
102,77,26,63,58,0,11,5,619,"cluster_2"
77,73,54,74,23,0,41,23,620,"cluster_0"
98,67,51,64,28,2,18,9,621,"cluster_0"
84,44,22,48,38,0,33,24,622,"cluster_0"
102,67,51,64,28,2,18,9,623,"cluster_0"
120,67,51,64,28,2,18,9,624,"cluster_0"
117,67,51,64,28,2,18,9,625,"cluster_0"
72,45,27,33,82,0,14,4,626,"cluster_2"
168,67,51,64,28,2,18,9,627,"cluster_1"
94,67,51,64,28,2,18,9,628,"cluster_0"
145,67,51,64,28,2,18,9,629,"cluster_1"
134,67,51,64,28,2,18,9,630,"cluster_1"
148,67,51,64,28,2,18,9,631,"cluster_1"
127,60,40,89,9,0,60,6,632,"cluster_0"
172,67,51,64,28,2,18,9,633,"cluster_1"
90,75,19,46,21,4,34,8,634,"cluster_0"
96,57,30,40,38,0,26,3,635,"cluster_0"
138,74,65,67,46,0,36,4,636,"cluster_3"
120,72,67,72,0,0,13,4,637,"cluster_3"
125,70,65,74,1,0,34,4,638,"cluster_3"
123,82,80,86,1,0,30,13,639,"cluster_3"
81,67,51,64,28,2,18,9,640,"cluster_0"
171,67,51,64,28,2,18,9,641,"cluster_1"
91,77,60,32,84,0,8,5,642,"cluster_2"
84,56,61,76,10,0,14,11,643,"cluster_0"
115,90,74,54,16,0,13,28,644,"cluster_3"
125,69,70,89,4,0,49,3,645,"cluster_3"
122,67,51,64,28,2,18,9,646,"cluster_0"
92,85,92,54,16,0,29,7,647,"cluster_3"
90,67,51,64,28,2,18,9,648,"cluster_0"
94,84,90,70,9,0,14,8,649,"cluster_3"
93,81,53,78,18,0,6,24,650,"cluster_0"
130,51,50,76,30,0,10,7,651,"cluster_1"
180,35,23,61,23,0,19,6,652,"cluster_1"
134,53,31,31,92,0,28,3,653,"cluster_2"
95,67,51,64,28,2,18,9,654,"cluster_0"
184,67,51,64,28,2,18,9,655,"cluster_1"
147,67,51,64,28,2,18,9,656,"cluster_1"
123,52,44,60,40,0,26,3,657,"cluster_0"
123,67,51,64,28,2,18,9,658,"cluster_0"
90,67,51,64,28,2,18,9,659,"cluster_0"
160,61,65,64,1,0,12,4,660,"cluster_1"
115,67,51,64,28,2,18,9,661,"cluster_0"
141,67,51,64,28,2,18,9,662,"cluster_1"
160,31,30,88,7,0,8,8,663,"cluster_1"
145,57,23,66,4,6,15,4,664,"cluster_1"
89,46,43,43,23,8,8,22,665,"cluster_0"
95,84,49,72,8,0,15,8,666,"cluster_0"
160,60,47,62,3,0,38,4,667,"cluster_1"
174,67,74,75,44,0,7,30,668,"cluster_1"
92,77,76,84,3,0,38,4,669,"cluster_3"
134,67,51,64,28,2,18,9,670,"cluster_1"
172,31,4,86,1,0,28,17,671,"cluster_1"
80,76,92,62,6,0,8,13,672,"cluster_3"
150,67,51,64,28,2,18,9,673,"cluster_1"
80,67,51,64,28,2,18,9,674,"cluster_0"
166,67,51,64,28,2,18,9,675,"cluster_1"
120,67,51,64,28,2,18,9,676,"cluster_0"
92,86,89,79,17,0,11,6,677,"cluster_3"
85,67,51,64,28,2,18,9,678,"cluster_0"
154,79,86,52,66,0,9,7,679,"cluster_3"
92,73,37,74,28,0,14,6,680,"cluster_0"
140,89,75,70,6,0,13,5,681,"cluster_3"
89,67,51,64,28,2,18,9,682,"cluster_0"
135,89,89,86,16,0,8,5,683,"cluster_3"
140,67,51,64,28,2,18,9,684,"cluster_1"
82,67,51,64,28,2,18,9,685,"cluster_0"
79,78,58,45,47,0,18,3,686,"cluster_0"
88,31,31,63,47,27,21,12,687,"cluster_0"
139,44,18,38,70,0,12,4,688,"cluster_2"
124,73,68,83,55,0,90,7,689,"cluster_3"
80,67,51,64,28,2,18,9,690,"cluster_0"
120,67,51,64,28,2,18,9,691,"cluster_0"
80,56,19,46,92,72,11,3,692,"cluster_2"
117,67,51,64,28,2,18,9,693,"cluster_0"
117,76,77,52,4,0,8,3,694,"cluster_3"
140,62,46,73,10,0,67,11,695,"cluster_1"
99,67,51,64,28,2,18,9,696,"cluster_0"
93,67,51,64,28,2,18,9,697,"cluster_0"
106,67,51,64,28,2,18,9,698,"cluster_0"
124,81,68,63,17,0,10,22,699,"cluster_3"
95,67,51,64,28,2,18,9,700,"cluster_0"
96,67,51,64,28,2,18,9,701,"cluster_0"
92,81,40,73,15,0,9,8,702,"cluster_0"
124,95,36,37,35,0,10,28,703,"cluster_0"
72,67,51,64,28,2,18,9,704,"cluster_0"
71,28,26,20,19,0,30,3,705,"cluster_0"
135,78,55,57,4,0,10,8,706,"cluster_1"
95,67,51,64,28,2,18,9,707,"cluster_0"
71,67,51,64,28,2,18,9,708,"cluster_0"
180,67,51,64,28,2,18,9,709,"cluster_1"
150,65,11,58,0,0,12,9,710,"cluster_1"
189,67,51,64,28,2,18,9,711,"cluster_1"
85,72,55,64,49,0,7,4,712,"cluster_0"
140,59,73,45,44,0,34,3,713,"cluster_1"
81,77,68,70,6,0,17,20,714,"cluster_0"
104,80,24,65,2,0,9,4,715,"cluster_0"
129,42,33,44,62,0,8,6,716,"cluster_2"
94,67,51,64,28,2,18,9,717,"cluster_0"
71,41,23,40,27,0,30,5,718,"cluster_0"
146,59,23,46,66,0,15,6,719,"cluster_2"
103,67,51,64,28,2,18,9,720,"cluster_0"
124,53,66,78,0,0,16,5,721,"cluster_3"
164,67,51,64,28,2,18,9,722,"cluster_1"
138,69,35,57,12,0,10,9,723,"cluster_1"
126,67,37,46,13,0,10,39,724,"cluster_0"
103,61,47,65,3,0,17,4,725,"cluster_0"
95,67,51,64,28,2,18,9,726,"cluster_0"
200,39,28,77,4,0,6,29,727,"cluster_1"
129,86,75,52,54,0,10,4,728,"cluster_3"
98,67,51,64,28,2,18,9,729,"cluster_0"
107,67,51,64,28,2,18,9,730,"cluster_0"
174,58,56,83,5,0,7,4,731,"cluster_1"
92,67,51,64,28,2,18,9,732,"cluster_0"
90,81,59,83,9,0,11,5,733,"cluster_0"
147,60,58,69,2,0,58,4,734,"cluster_1"
143,67,51,64,28,2,18,9,735,"cluster_1"
101,67,51,64,28,2,18,9,736,"cluster_0"
118,67,51,64,28,2,18,9,737,"cluster_0"
98,83,63,74,14,0,16,6,738,"cluster_0"
138,67,51,64,28,2,18,9,739,"cluster_1"
114,59,30,62,1,0,8,4,740,"cluster_0"
180,63,45,64,34,0,9,8,741,"cluster_1"
145,56,41,57,1,0,13,3,742,"cluster_1"
115,67,51,64,28,2,18,9,743,"cluster_0"
82,67,51,64,28,2,18,9,744,"cluster_0"
166,70,22,61,2,0,10,34,745,"cluster_1"
92,86,91,79,29,0,60,16,746,"cluster_3"
108,67,51,64,28,2,18,9,747,"cluster_0"
84,71,63,45,45,0,11,3,748,"cluster_0"
95,67,51,64,28,2,18,9,749,"cluster_0"
135,67,51,64,28,2,18,9,750,"cluster_1"
110,57,6,27,84,0,9,3,751,"cluster_2"
88,89,59,64,5,0,19,7,752,"cluster_0"
119,67,51,64,28,2,18,9,753,"cluster_0"
120,67,51,64,28,2,18,9,754,"cluster_0"
122,86,97,80,36,0,9,6,755,"cluster_3"
98,78,83,75,41,0,27,8,756,"cluster_3"
140,45,25,84,21,0,13,6,757,"cluster_1"
116,67,51,64,28,2,18,9,758,"cluster_0"
124,67,51,64,28,2,18,9,759,"cluster_0"
105,91,73,72,13,0,9,15,760,"cluster_3"
118,67,51,64,28,2,18,9,761,"cluster_0"
108,61,20,38,61,0,10,5,762,"cluster_2"
100,61,53,38,84,0,28,44,763,"cluster_2"
140,67,51,64,28,2,18,9,764,"cluster_1"
109,67,51,64,28,2,18,9,765,"cluster_0"
101,67,51,64,28,2,18,9,766,"cluster_0"
78,56,61,90,36,0,18,31,767,"cluster_0"
93,79,22,55,31,0,12,5,768,"cluster_0"
87,67,51,64,28,2,18,9,769,"cluster_0"
153,67,51,64,28,2,18,9,770,"cluster_1"
142,87,93,59,28,0,17,5,771,"cluster_3"
96,67,51,64,28,2,18,9,772,"cluster_0"
125,50,39,78,4,0,11,33,773,"cluster_0"
85,67,51,64,28,2,18,9,774,"cluster_0"
140,67,51,64,28,2,18,9,775,"cluster_1"
196,66,58,79,23,0,22,20,776,"cluster_1"
134,78,51,43,69,0,14,9,777,"cluster_2"
103,67,51,64,28,2,18,9,778,"cluster_0"
130,67,51,64,28,2,18,9,779,"cluster_1"
108,65,52,69,31,0,8,36,780,"cluster_0"
123,67,51,64,28,2,18,9,781,"cluster_0"
152,84,74,69,21,0,18,6,782,"cluster_3"
108,78,55,60,59,0,7,4,783,"cluster_2"
72,67,51,64,28,2,18,9,784,"cluster_0"
121,67,51,64,28,2,18,9,785,"cluster_0"
138,67,51,64,28,2,18,9,786,"cluster_1"
188,50,41,50,69,0,12,6,787,"cluster_1"
110,67,51,64,28,2,18,9,788,"cluster_0"
105,67,51,64,28,2,18,9,789,"cluster_0"
118,67,51,64,28,2,18,9,790,"cluster_0"
176,61,24,62,60,0,24,31,791,"cluster_1"
158,83,41,65,0,10,11,8,792,"cluster_1"
115,67,51,64,28,2,18,9,793,"cluster_0"
110,51,48,82,0,0,5,3,794,"cluster_0"
174,73,26,54,30,0,34,32,795,"cluster_1"
130,91,91,96,3,0,3,9,796,"cluster_3"
78,67,51,64,28,2,18,9,797,"cluster_0"
104,44,74,42,88,0,9,9,798,"cluster_2"
121,64,80,88,0,0,12,6,799,"cluster_3"
105,83,32,82,14,0,12,4,800,"cluster_0"
81,38,20,66,9,0,9,8,801,"cluster_0"
170,67,51,64,28,2,18,9,802,"cluster_1"
78,43,60,38,76,1,48,38,803,"cluster_2"
125,67,51,64,28,2,18,9,804,"cluster_0"
92,66,29,65,23,0,8,7,805,"cluster_0"
140,84,61,42,31,0,9,9,806,"cluster_1"
96,61,32,90,25,0,10,9,807,"cluster_0"
118,66,83,43,84,0,19,19,808,"cluster_2"
92,71,67,60,7,0,6,4,809,"cluster_0"
140,67,51,64,28,2,18,9,810,"cluster_1"
174,67,51,64,28,2,18,9,811,"cluster_1"
127,67,51,64,28,2,18,9,812,"cluster_0"
96,71,37,52,62,0,11,36,813,"cluster_2"
150,67,51,64,28,2,18,9,814,"cluster_1"
100,67,51,64,28,2,18,9,815,"cluster_0"
105,67,51,64,28,2,18,9,816,"cluster_0"
104,86,43,62,5,0,13,14,817,"cluster_0"
154,67,51,64,28,2,18,9,818,"cluster_1"
80,47,33,83,18,0,10,5,819,"cluster_0"
150,67,51,64,28,2,18,9,820,"cluster_1"
156,32,49,72,0,0,9,4,821,"cluster_1"
98,67,51,64,28,2,18,9,822,"cluster_0"
92,58,27,36,86,0,9,3,823,"cluster_2"
144,47,7,50,32,0,7,4,824,"cluster_1"
150,37,27,56,8,0,13,3,825,"cluster_1"
138,67,51,64,28,2,18,9,826,"cluster_1"
172,67,51,64,28,2,18,9,827,"cluster_1"
77,67,51,64,28,2,18,9,828,"cluster_0"
107,72,36,72,26,6,11,4,829,"cluster_0"
114,51,39,29,90,0,10,4,830,"cluster_2"
117,63,29,51,43,0,25,4,831,"cluster_0"
146,69,63,45,48,0,18,4,832,"cluster_1"
160,67,51,64,28,2,18,9,833,"cluster_1"
120,88,15,56,1,0,8,6,834,"cluster_0"
100,82,76,70,16,0,8,5,835,"cluster_3"
158,67,51,64,28,2,18,9,836,"cluster_1"
142,67,51,64,28,2,18,9,837,"cluster_1"
170,80,77,85,11,0,17,14,838,"cluster_1"
84,71,39,86,2,0,51,25,839,"cluster_0"
139,58,30,46,14,0,9,3,840,"cluster_1"
151,73,88,67,20,0,32,5,841,"cluster_3"
128,67,51,64,28,2,18,9,842,"cluster_0"
118,56,20,54,67,0,6,5,843,"cluster_2"
183,65,88,72,36,14,20,3,844,"cluster_1"
83,67,51,64,28,2,18,9,845,"cluster_0"
122,67,51,64,28,2,18,9,846,"cluster_0"
165,72,90,48,32,0,18,23,847,"cluster_1"
106,83,90,64,35,5,9,4,848,"cluster_3"
77,81,68,58,83,0,11,34,849,"cluster_2"
91,67,51,64,28,2,18,9,850,"cluster_0"
148,51,21,63,5,0,41,3,851,"cluster_1"
114,71,90,81,31,2,13,3,852,"cluster_3"
120,91,63,77,12,1,10,5,853,"cluster_3"
92,67,51,64,28,2,18,9,854,"cluster_0"
118,56,25,45,1,3,7,3,855,"cluster_0"
123,60,46,71,3,0,16,4,856,"cluster_0"
89,67,51,64,28,2,18,9,857,"cluster_0"
110,81,61,93,49,0,12,11,858,"cluster_3"
118,42,32,20,94,0,11,4,859,"cluster_2"
90,68,54,76,21,0,11,20,860,"cluster_0"
130,49,14,40,82,0,11,3,861,"cluster_2"
154,67,51,64,28,2,18,9,862,"cluster_1"
105,54,59,83,0,44,20,4,863,"cluster_0"
115,67,51,64,28,2,18,9,864,"cluster_0"
110,67,51,64,28,2,18,9,865,"cluster_0"
125,51,5,68,12,2,15,6,866,"cluster_0"
102,67,51,64,28,2,18,9,867,"cluster_0"
120,67,51,64,28,2,18,9,868,"cluster_0"
97,80,36,86,4,0,3,5,869,"cluster_0"
140,44,41,92,0,0,44,7,870,"cluster_1"
97,78,31,72,1,0,11,4,871,"cluster_0"
125,67,51,64,28,2,18,9,872,"cluster_0"
88,67,51,64,28,2,18,9,873,"cluster_0"
170,56,52,64,11,0,45,7,874,"cluster_1"
137,67,51,64,28,2,18,9,875,"cluster_1"
157,88,52,69,0,0,8,23,876,"cluster_1"
130,67,51,64,28,2,18,9,877,"cluster_1"
90,67,51,64,28,2,18,9,878,"cluster_0"
183,67,51,64,28,2,18,9,879,"cluster_1"
128,67,51,64,28,2,18,9,880,"cluster_0"
130,67,51,64,28,2,18,9,881,"cluster_1"
126,67,51,64,28,2,18,9,882,"cluster_0"
120,77,94,87,2,0,23,12,883,"cluster_3"
130,72,18,46,7,0,28,8,884,"cluster_1"
122,70,46,76,30,0,9,45,885,"cluster_0"
172,67,51,64,28,2,18,9,886,"cluster_1"
103,67,51,64,28,2,18,9,887,"cluster_0"
122,67,51,64,28,2,18,9,888,"cluster_0"
130,47,56,90,0,0,10,4,889,"cluster_3"
105,67,51,64,28,2,18,9,890,"cluster_0"
120,90,73,51,39,0,9,6,891,"cluster_3"
145,56,43,53,24,0,12,4,892,"cluster_1"
99,79,64,59,28,0,11,14,893,"cluster_0"
88,67,51,64,28,2,18,9,894,"cluster_0"
126,81,90,73,28,0,29,4,895,"cluster_3"
136,77,71,75,33,1,13,4,896,"cluster_3"
113,67,51,64,28,2,18,9,897,"cluster_0"
132,82,49,88,20,0,21,3,898,"cluster_3"
135,67,51,64,28,2,18,9,899,"cluster_1"
126,67,49,77,11,0,19,11,900,"cluster_0"
102,67,51,64,28,2,18,9,901,"cluster_0"
125,68,80,92,10,0,9,12,902,"cluster_3"
149,67,51,64,28,2,18,9,903,"cluster_1"
137,74,71,89,24,61,15,5,904,"cluster_3"
120,67,51,64,28,2,18,9,905,"cluster_0"
100,67,51,64,28,2,18,9,906,"cluster_0"
164,67,51,64,28,2,18,9,907,"cluster_1"
93,67,51,64,28,2,18,9,908,"cluster_0"
180,67,51,64,28,2,18,9,909,"cluster_1"
79,67,51,64,28,2,18,9,910,"cluster_0"
146,56,21,44,73,0,11,2,911,"cluster_2"
103,67,51,64,28,2,18,9,912,"cluster_0"
140,70,26,76,8,0,54,23,913,"cluster_1"
92,67,51,64,28,2,18,9,914,"cluster_0"
102,67,51,64,28,2,18,9,915,"cluster_0"
118,82,75,85,33,1,11,4,916,"cluster_3"
93,78,75,62,6,0,15,6,917,"cluster_3"
150,70,26,56,14,83,11,5,918,"cluster_1"
130,52,24,60,0,0,8,3,919,"cluster_1"
83,67,51,64,28,2,18,9,920,"cluster_0"
102,84,43,75,5,0,6,8,921,"cluster_0"
136,73,65,91,4,0,48,18,922,"cluster_3"
145,66,24,58,17,0,19,5,923,"cluster_1"
130,57,24,37,11,18,16,3,924,"cluster_1"
156,72,92,77,9,0,8,11,925,"cluster_3"
123,57,50,85,5,0,16,4,926,"cluster_0"
132,92,53,62,7,0,63,10,927,"cluster_3"
125,67,51,64,28,2,18,9,928,"cluster_0"
162,74,22,67,0,0,11,46,929,"cluster_1"
138,67,51,64,28,2,18,9,930,"cluster_1"
161,67,51,64,28,2,18,9,931,"cluster_1"
131,67,51,64,28,2,18,9,932,"cluster_1"
122,75,45,63,6,0,35,12,933,"cluster_0"
80,80,16,28,17,0,12,39,934,"cluster_0"
109,75,11,50,20,0,30,17,935,"cluster_0"
158,84,33,36,2,0,39,59,936,"cluster_1"
126,66,12,35,55,0,9,14,937,"cluster_2"
104,67,51,64,28,2,18,9,938,"cluster_0"
110,48,15,31,80,22,12,4,939,"cluster_2"
130,77,20,70,1,0,16,5,940,"cluster_1"
177,34,39,16,97,0,12,5,941,"cluster_2"
158,48,55,84,43,0,15,12,942,"cluster_1"
114,62,25,44,51,33,14,3,943,"cluster_2"
144,93,62,61,0,0,12,20,944,"cluster_3"
125,54,22,76,0,0,14,3,945,"cluster_0"
142,85,40,43,4,0,39,32,946,"cluster_1"
120,64,11,53,1,0,25,27,947,"cluster_0"
96,57,55,74,22,0,8,4,948,"cluster_0"
144,60,24,39,57,0,8,3,949,"cluster_2"
166,67,51,64,28,2,18,9,950,"cluster_1"
92,67,51,64,28,2,18,9,951,"cluster_0"
97,67,51,64,28,2,18,9,952,"cluster_0"
90,61,32,67,15,0,11,5,953,"cluster_0"
